"YEAR","QUARTER","MONTH","DAY_OF_MONTH","DAY_OF_WEEK","FL_DATE","UNIQUE_CARRIER","AIRLINE_ID","CARRIER","TAIL_NUM","FL_NUM","ORIGIN_AIRPORT_ID","ORIGIN_AIRPORT_SEQ_ID","ORIGIN_CITY_MARKET_ID","ORIGIN","ORIGIN_CITY_NAME","ORIGIN_STATE_ABR","ORIGIN_STATE_FIPS","ORIGIN_STATE_NM","ORIGIN_WAC","DEST_AIRPORT_ID","DEST_AIRPORT_SEQ_ID","DEST_CITY_MARKET_ID","DEST","DEST_CITY_NAME","DEST_STATE_ABR","DEST_STATE_FIPS","DEST_STATE_NM","DEST_WAC","CRS_DEP_TIME","DEP_TIME","DEP_DELAY","DEP_DELAY_NEW","DEP_DEL15","DEP_DELAY_GROUP","DEP_TIME_BLK","TAXI_OUT","WHEELS_OFF","WHEELS_ON","TAXI_IN","CRS_ARR_TIME","ARR_TIME","ARR_DELAY","ARR_DELAY_NEW","ARR_DEL15","ARR_DELAY_GROUP","ARR_TIME_BLK","CANCELLED","CANCELLATION_CODE","DIVERTED","CRS_ELAPSED_TIME","ACTUAL_ELAPSED_TIME","AIR_TIME","FLIGHTS","DISTANCE","DISTANCE_GROUP","CARRIER_DELAY","WEATHER_DELAY","NAS_DELAY","SECURITY_DELAY","LATE_AIRCRAFT_DELAY","FIRST_DEP_TIME","TOTAL_ADD_GTIME","LONGEST_ADD_GTIME"
2016,2,4,13,3,"2016-04-13","WN",19393,"WN","N225WN",1828,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,15304,1530402,33195,"TPA","Tampa, FL","FL",12,"Florida",33,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2235,NA,NA,NA,NA,NA,NA,NA,NA,NA,135,NA,NA,1,873,4,NA,NA,NA,NA,NA,NA,NA,NA
2016,2,4,13,3,"2016-04-13","AA",19805,"AA","N954UW",1731,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,14100,1410002,34100,"PHL","Philadelphia, PA","PA",42,"Pennsylvania",23,2040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2148,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,1,268,2,NA,NA,NA,NA,NA,NA,NA,NA
2016,2,4,14,4,"2016-04-14","WN",19393,"WN","N654SW",2701,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,12191,1219102,31453,"HOU","Houston, TX","TX",48,"Texas",74,1845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2050,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,NA,NA,1,1131,5,NA,NA,NA,NA,NA,NA,NA,NA
2016,2,4,14,4,"2016-04-14","DL",19790,"DL","N355NB",1142,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,10397,1039705,30397,"ATL","Atlanta, GA","GA",13,"Georgia",34,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2214,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,NA,NA,1,526,3,NA,NA,NA,NA,NA,NA,NA,NA
2016,2,4,15,5,"2016-04-15","WN",19393,"WN","N214WN",2241,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,13204,1320402,31454,"MCO","Orlando, FL","FL",12,"Florida",33,530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,NA,NA,1,834,4,NA,NA,NA,NA,NA,NA,NA,NA
2016,2,4,16,6,"2016-04-16","WN",19393,"WN","N642WN",3397,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,13204,1320402,31454,"MCO","Orlando, FL","FL",12,"Florida",33,805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1025,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,NA,NA,1,834,4,NA,NA,NA,NA,NA,NA,NA,NA
2016,2,4,17,7,"2016-04-17","AA",19805,"AA","N712US",1889,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,11057,1105703,31057,"CLT","Charlotte, NC","NC",37,"North Carolina",36,1350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1519,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,NA,NA,1,366,2,NA,NA,NA,NA,NA,NA,NA,NA
2016,2,4,17,7,"2016-04-17","WN",19393,"WN","N795SW",419,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,15304,1530402,33195,"TPA","Tampa, FL","FL",12,"Florida",33,1445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1705,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,NA,NA,1,873,4,NA,NA,NA,NA,NA,NA,NA,NA
2016,2,4,18,1,"2016-04-18","WN",19393,"WN","N290WN",281,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,13232,1323202,30977,"MDW","Chicago, IL","IL",17,"Illinois",41,1045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1110,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,1,402,2,NA,NA,NA,NA,NA,NA,NA,NA
2016,2,4,18,1,"2016-04-18","UA",19977,"UA","N463UA",709,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,11292,1129202,30325,"DEN","Denver, CO","CO",8,"Colorado",82,1603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1744,NA,NA,NA,NA,NA,NA,NA,NA,NA,221,NA,NA,1,1290,6,NA,NA,NA,NA,NA,NA,NA,NA
2016,2,4,19,2,"2016-04-19","WN",19393,"WN","N8642E",3327,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,10821,1082104,30852,"BWI","Baltimore, MD","MD",24,"Maryland",35,1725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1825,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,1,210,1,NA,NA,NA,NA,NA,NA,NA,NA
2016,2,4,19,2,"2016-04-19","DL",19790,"DL","N910DL",1462,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,10397,1039705,30397,"ATL","Atlanta, GA","GA",13,"Georgia",34,1745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1937,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,NA,NA,1,526,3,NA,NA,NA,NA,NA,NA,NA,NA
2016,2,4,19,2,"2016-04-19","OO",20304,"OO","N806SK",4447,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,11433,1143302,31295,"DTW","Detroit, MI","MI",26,"Michigan",43,1912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,1,201,1,NA,NA,NA,NA,NA,NA,NA,NA
2016,2,4,20,3,"2016-04-20","WN",19393,"WN","N8650F",2903,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,12889,1288903,32211,"LAS","Las Vegas, NV","NV",32,"Nevada",85,1630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1810,NA,NA,NA,NA,NA,NA,NA,NA,NA,280,NA,NA,1,1910,8,NA,NA,NA,NA,NA,NA,NA,NA
2016,2,4,21,4,"2016-04-21","WN",19393,"WN","N7818L",1828,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,15304,1530402,33195,"TPA","Tampa, FL","FL",12,"Florida",33,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2235,NA,NA,NA,NA,NA,NA,NA,NA,NA,135,NA,NA,1,873,4,NA,NA,NA,NA,NA,NA,NA,NA
2016,2,4,22,5,"2016-04-22","AA",19805,"AA","N740UW",1992,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,11057,1105703,31057,"CLT","Charlotte, NC","NC",37,"North Carolina",36,1350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1519,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,NA,NA,1,366,2,NA,NA,NA,NA,NA,NA,NA,NA
2016,2,4,22,5,"2016-04-22","WN",19393,"WN","N745SW",419,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,15304,1530402,33195,"TPA","Tampa, FL","FL",12,"Florida",33,1445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1705,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,NA,NA,1,873,4,NA,NA,NA,NA,NA,NA,NA,NA
2016,2,4,22,5,"2016-04-22","B6",20409,"B6","N358JB",1686,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,10721,1072102,30721,"BOS","Boston, MA","MA",25,"Massachusetts",13,1740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1913,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,NA,NA,1,496,2,NA,NA,NA,NA,NA,NA,NA,NA
2016,2,4,23,6,"2016-04-23","WN",19393,"WN","N370SW",934,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,15304,1530402,33195,"TPA","Tampa, FL","FL",12,"Florida",33,1800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,NA,NA,1,873,4,NA,NA,NA,NA,NA,NA,NA,NA
2016,2,4,24,7,"2016-04-24","WN",19393,"WN","N902WN",1273,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,15304,1530402,33195,"TPA","Tampa, FL","FL",12,"Florida",33,2030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2245,NA,NA,NA,NA,NA,NA,NA,NA,NA,135,NA,NA,1,873,4,NA,NA,NA,NA,NA,NA,NA,NA
2016,2,4,25,1,"2016-04-25","AA",19805,"AA","N4UBAA",1426,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,11298,1129804,30194,"DFW","Dallas/Fort Worth, TX","TX",48,"Texas",74,1513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1720,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,NA,NA,1,1067,5,NA,NA,NA,NA,NA,NA,NA,NA
2016,2,4,25,1,"2016-04-25","WN",19393,"WN","N252WN",1711,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,13204,1320402,31454,"MCO","Orlando, FL","FL",12,"Florida",33,1550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1805,NA,NA,NA,NA,NA,NA,NA,NA,NA,135,NA,NA,1,834,4,NA,NA,NA,NA,NA,NA,NA,NA
2016,2,4,25,1,"2016-04-25","B6",20409,"B6","N216JB",1686,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,10721,1072102,30721,"BOS","Boston, MA","MA",25,"Massachusetts",13,1740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1913,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,NA,NA,1,496,2,NA,NA,NA,NA,NA,NA,NA,NA
2016,2,4,26,2,"2016-04-26","AA",19805,"AA","N967UW",1731,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,14100,1410002,34100,"PHL","Philadelphia, PA","PA",42,"Pennsylvania",23,2040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2148,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,1,268,2,NA,NA,NA,NA,NA,NA,NA,NA
2016,2,4,27,3,"2016-04-27","AA",19805,"AA","N4XXAA",2458,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,11298,1129804,30194,"DFW","Dallas/Fort Worth, TX","TX",48,"Texas",74,1800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,NA,NA,1,1067,5,NA,NA,NA,NA,NA,NA,NA,NA
2016,2,4,27,3,"2016-04-27","WN",19393,"WN","N293WN",2153,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,10397,1039705,30397,"ATL","Atlanta, GA","GA",13,"Georgia",34,1805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1945,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,1,526,3,NA,NA,NA,NA,NA,NA,NA,NA
2016,2,4,28,4,"2016-04-28","WN",19393,"WN","7819A",2966,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,10397,1039705,30397,"ATL","Atlanta, GA","GA",13,"Georgia",34,725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,905,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,1,526,3,NA,NA,NA,NA,NA,NA,NA,NA
2016,2,4,28,4,"2016-04-28","DL",19790,"DL","N378NW",1108,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,10397,1039705,30397,"ATL","Atlanta, GA","GA",13,"Georgia",34,755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,946,NA,NA,NA,NA,NA,NA,NA,NA,NA,111,NA,NA,1,526,3,NA,NA,NA,NA,NA,NA,NA,NA
2016,2,4,29,5,"2016-04-29","WN",19393,"WN","N7706A",281,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,13232,1323202,30977,"MDW","Chicago, IL","IL",17,"Illinois",41,1045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1110,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,1,402,2,NA,NA,NA,NA,NA,NA,NA,NA
2016,2,4,29,5,"2016-04-29","DL",19790,"DL","N336NB",1295,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,10397,1039705,30397,"ATL","Atlanta, GA","GA",13,"Georgia",34,1119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1305,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,NA,NA,1,526,3,NA,NA,NA,NA,NA,NA,NA,NA
2016,2,4,29,5,"2016-04-29","AA",19805,"AA","N763US",1700,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,11057,1105703,31057,"CLT","Charlotte, NC","NC",37,"North Carolina",36,1200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1329,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,NA,NA,1,366,2,NA,NA,NA,NA,NA,NA,NA,NA
2016,2,4,29,5,"2016-04-29","OO",20304,"OO","N793SK",5845,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,12266,1226603,31453,"IAH","Houston, TX","TX",48,"Texas",74,1438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1653,NA,NA,NA,NA,NA,NA,NA,NA,NA,195,NA,NA,1,1117,5,NA,NA,NA,NA,NA,NA,NA,NA
2016,2,4,30,6,"2016-04-30","WN",19393,"WN","N749SW",1132,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,11697,1169704,32467,"FLL","Fort Lauderdale, FL","FL",12,"Florida",33,1400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1635,NA,NA,NA,NA,NA,NA,NA,NA,NA,155,NA,NA,1,994,4,NA,NA,NA,NA,NA,NA,NA,NA
2016,2,4,30,6,"2016-04-30","DL",19790,"DL","N930AT",1221,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,10397,1039705,30397,"ATL","Atlanta, GA","GA",13,"Georgia",34,1445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1640,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,NA,NA,1,526,3,NA,NA,NA,NA,NA,NA,NA,NA
2016,2,5,1,7,"2016-05-01","WN",19393,"WN","N428WN",3872,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,15304,1530402,33195,"TPA","Tampa, FL","FL",12,"Florida",33,620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,840,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,NA,NA,1,873,4,NA,NA,NA,NA,NA,NA,NA,NA
2016,2,5,1,7,"2016-05-01","AA",19805,"AA","N114UW",865,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,11057,1105703,31057,"CLT","Charlotte, NC","NC",37,"North Carolina",36,650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,820,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,1,366,2,NA,NA,NA,NA,NA,NA,NA,NA
2016,2,5,1,7,"2016-05-01","DL",19790,"DL","N905DL",2126,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,10397,1039705,30397,"ATL","Atlanta, GA","GA",13,"Georgia",34,750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,935,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,NA,NA,1,526,3,NA,NA,NA,NA,NA,NA,NA,NA
2016,2,5,2,1,"2016-05-02","WN",19393,"WN","N7713A",1828,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,15304,1530402,33195,"TPA","Tampa, FL","FL",12,"Florida",33,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2235,NA,NA,NA,NA,NA,NA,NA,NA,NA,135,NA,NA,1,873,4,NA,NA,NA,NA,NA,NA,NA,NA
2016,2,5,3,2,"2016-05-03","WN",19393,"WN","N235WN",2966,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,10397,1039705,30397,"ATL","Atlanta, GA","GA",13,"Georgia",34,725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,905,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,1,526,3,NA,NA,NA,NA,NA,NA,NA,NA
2016,2,5,4,3,"2016-05-04","AA",19805,"AA","N748UW",528,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,14107,1410702,30466,"PHX","Phoenix, AZ","AZ",4,"Arizona",81,1725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,NA,NA,NA,NA,NA,NA,NA,NA,275,NA,NA,1,1814,8,NA,NA,NA,NA,NA,NA,NA,NA
2016,2,5,4,3,"2016-05-04","WN",19393,"WN","N8306H",3327,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,10821,1082104,30852,"BWI","Baltimore, MD","MD",24,"Maryland",35,1725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1825,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,1,210,1,NA,NA,NA,NA,NA,NA,NA,NA
2016,2,5,4,3,"2016-05-04","UA",19977,"UA","N23707",220,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,13930,1393004,30977,"ORD","Chicago, IL","IL",17,"Illinois",41,1735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1815,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,1,413,2,NA,NA,NA,NA,NA,NA,NA,NA
2016,2,5,5,4,"2016-05-05","DL",19790,"DL","N923DL",873,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,10397,1039705,30397,"ATL","Atlanta, GA","GA",13,"Georgia",34,1125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1305,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,1,526,3,NA,NA,NA,NA,NA,NA,NA,NA
2016,2,5,5,4,"2016-05-05","WN",19393,"WN","N709SW",3727,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,14107,1410702,30466,"PHX","Phoenix, AZ","AZ",4,"Arizona",81,1135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1305,NA,NA,NA,NA,NA,NA,NA,NA,NA,270,NA,NA,1,1814,8,NA,NA,NA,NA,NA,NA,NA,NA
2016,2,5,5,4,"2016-05-05","AA",19805,"AA","N4WLAA",1252,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,11298,1129804,30194,"DFW","Dallas/Fort Worth, TX","TX",48,"Texas",74,1139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1340,NA,NA,NA,NA,NA,NA,NA,NA,NA,181,NA,NA,1,1067,5,NA,NA,NA,NA,NA,NA,NA,NA
2016,2,5,6,5,"2016-05-06","WN",19393,"WN","N414WN",2199,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,14635,1463502,31714,"RSW","Fort Myers, FL","FL",12,"Florida",33,1030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1305,NA,NA,NA,NA,NA,NA,NA,NA,NA,155,NA,NA,1,966,4,NA,NA,NA,NA,NA,NA,NA,NA
2016,2,5,6,5,"2016-05-06","AA",19805,"AA","N754UW",2078,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,11057,1105703,31057,"CLT","Charlotte, NC","NC",37,"North Carolina",36,1035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1205,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,1,366,2,NA,NA,NA,NA,NA,NA,NA,NA
2016,2,5,6,5,"2016-05-06","DL",19790,"DL","N919DL",873,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,10397,1039705,30397,"ATL","Atlanta, GA","GA",13,"Georgia",34,1125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1305,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,1,526,3,NA,NA,NA,NA,NA,NA,NA,NA
2016,2,5,6,5,"2016-05-06","EV",20366,"EV","N14158",3946,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,11618,1161802,31703,"EWR","Newark, NJ","NJ",34,"New Jersey",21,1329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,NA,1,319,2,NA,NA,NA,NA,NA,NA,NA,NA
2016,2,5,7,6,"2016-05-07","WN",19393,"WN","N786SW",723,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,10397,1039705,30397,"ATL","Atlanta, GA","GA",13,"Georgia",34,1640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1825,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,NA,NA,1,526,3,NA,NA,NA,NA,NA,NA,NA,NA
2016,2,5,7,6,"2016-05-07","AA",19805,"AA","N822AW",528,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,14107,1410702,30466,"PHX","Phoenix, AZ","AZ",4,"Arizona",81,1725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,NA,NA,NA,NA,NA,NA,NA,NA,275,NA,NA,1,1814,8,NA,NA,NA,NA,NA,NA,NA,NA
2016,2,5,7,6,"2016-05-07","DL",19790,"DL","N963DL",1462,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,10397,1039705,30397,"ATL","Atlanta, GA","GA",13,"Georgia",34,1800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1945,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,NA,NA,1,526,3,NA,NA,NA,NA,NA,NA,NA,NA
2016,2,5,8,7,"2016-05-08","WN",19393,"WN","N7713A",1711,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,13204,1320402,31454,"MCO","Orlando, FL","FL",12,"Florida",33,1550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1805,NA,NA,NA,NA,NA,NA,NA,NA,NA,135,NA,NA,1,834,4,NA,NA,NA,NA,NA,NA,NA,NA
2016,2,5,8,7,"2016-05-08","DL",19790,"DL","N910DL",1221,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,10397,1039705,30397,"ATL","Atlanta, GA","GA",13,"Georgia",34,1620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1803,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,NA,NA,1,526,3,NA,NA,NA,NA,NA,NA,NA,NA
2016,2,5,8,7,"2016-05-08","EV",20366,"EV","N11544",4300,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,11618,1161802,31703,"EWR","Newark, NJ","NJ",34,"New Jersey",21,1754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1925,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,NA,1,319,2,NA,NA,NA,NA,NA,NA,NA,NA
2016,2,5,9,1,"2016-05-09","WN",19393,"WN","N206WN",554,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,10693,1069302,30693,"BNA","Nashville, TN","TN",47,"Tennessee",54,625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,655,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,1,462,2,NA,NA,NA,NA,NA,NA,NA,NA
2016,2,5,9,1,"2016-05-09","AA",19805,"AA","N712US",1978,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,11057,1105703,31057,"CLT","Charlotte, NC","NC",37,"North Carolina",36,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,835,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,NA,1,366,2,NA,NA,NA,NA,NA,NA,NA,NA
2016,2,5,10,2,"2016-05-10","DL",19790,"DL","N916DE",1221,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,10397,1039705,30397,"ATL","Atlanta, GA","GA",13,"Georgia",34,1620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1803,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,NA,NA,1,526,3,NA,NA,NA,NA,NA,NA,NA,NA
2016,2,5,10,2,"2016-05-10","WN",19393,"WN","N8639B",2903,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,12889,1288903,32211,"LAS","Las Vegas, NV","NV",32,"Nevada",85,1630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1810,NA,NA,NA,NA,NA,NA,NA,NA,NA,280,NA,NA,1,1910,8,NA,NA,NA,NA,NA,NA,NA,NA
2016,2,5,10,2,"2016-05-10","AA",19805,"AA","N717UW",2084,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,11057,1105703,31057,"CLT","Charlotte, NC","NC",37,"North Carolina",36,1715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1844,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,NA,NA,1,366,2,NA,NA,NA,NA,NA,NA,NA,NA
2016,2,5,10,2,"2016-05-10","EV",20366,"EV","N12921",4300,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,11618,1161802,31703,"EWR","Newark, NJ","NJ",34,"New Jersey",21,1754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1925,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,NA,1,319,2,NA,NA,NA,NA,NA,NA,NA,NA
